<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
FPT,D,20190305,000000,19440.0000,19520.0000,19350.0000,19390.0000,824300,0
FPT,D,20190306,000000,19420.0000,19480.0000,19200.0000,19260.0000,695230,0
FPT,D,20190307,000000,19260.0000,19440.0000,19260.0000,19330.0000,374340,0
FPT,D,20190308,000000,19310.0000,19350.0000,19200.0000,19290.0000,693180,0
FPT,D,20190311,000000,19290.0000,19370.0000,19200.0000,19220.0000,364520,0
FPT,D,20190312,000000,19330.0000,20080.0000,19330.0000,20080.0000,1930870,0
FPT,D,20190313,000000,20040.0000,20170.0000,19960.0000,19960.0000,1001890,0
FPT,D,20190314,000000,19960.0000,20080.0000,19870.0000,19980.0000,533480,0
FPT,D,20190315,000000,20000.0000,20000.0000,19760.0000,19870.0000,1041840,0
FPT,D,20190318,000000,20000.0000,20060.0000,19850.0000,19960.0000,994080,0
FPT,D,20190319,000000,19960.0000,20000.0000,19740.0000,19740.0000,914720,0
FPT,D,20190320,000000,19700.0000,19830.0000,19540.0000,19630.0000,797270,0
FPT,D,20190321,000000,19780.0000,19780.0000,19480.0000,19480.0000,825740,0
FPT,D,20190322,000000,19480.0000,19610.0000,19460.0000,19460.0000,687690,0
FPT,D,20190325,000000,19090.0000,19440.0000,19090.0000,19180.0000,633520,0
FPT,D,20190326,000000,19440.0000,19440.0000,19220.0000,19330.0000,386120,0
FPT,D,20190327,000000,19350.0000,19480.0000,19350.0000,19440.0000,589040,0
FPT,D,20190328,000000,19330.0000,19590.0000,19330.0000,19500.0000,362360,0
FPT,D,20190329,000000,19700.0000,19700.0000,19570.0000,19650.0000,446750,0
FPT,D,20190401,000000,19830.0000,19830.0000,19650.0000,19780.0000,327500,0
FPT,D,20190402,000000,19780.0000,20170.0000,19780.0000,19870.0000,1354480,0
FPT,D,20190403,000000,20040.0000,20390.0000,19870.0000,20390.0000,1034100,0
FPT,D,20190404,000000,20520.0000,20820.0000,20410.0000,20650.0000,1716130,0
FPT,D,20190405,000000,20650.0000,20690.0000,20490.0000,20650.0000,615200,0
FPT,D,20190408,000000,20580.0000,20730.0000,20490.0000,20650.0000,452660,0
FPT,D,20190409,000000,20650.0000,20950.0000,20430.0000,20430.0000,1011680,0
FPT,D,20190410,000000,20300.0000,20430.0000,20190.0000,20260.0000,731100,0
FPT,D,20190411,000000,20260.0000,20520.0000,20240.0000,20300.0000,359910,0
FPT,D,20190412,000000,20240.0000,20910.0000,20240.0000,20820.0000,875090,0
FPT,D,20190416,000000,20520.0000,20820.0000,20520.0000,20690.0000,907000,0
FPT,D,20190417,000000,20860.0000,21380.0000,20820.0000,20950.0000,1959530,0
FPT,D,20190418,000000,20950.0000,21270.0000,20750.0000,20950.0000,975930,0
FPT,D,20190419,000000,21030.0000,21120.0000,20910.0000,20930.0000,453980,0
FPT,D,20190422,000000,20950.0000,20950.0000,20650.0000,20690.0000,826090,0
FPT,D,20190423,000000,20690.0000,20930.0000,20520.0000,20690.0000,549400,0
FPT,D,20190424,000000,20950.0000,21010.0000,20780.0000,20970.0000,855130,0
FPT,D,20190425,000000,20950.0000,21230.0000,20930.0000,21080.0000,970660,0
FPT,D,20190426,000000,21120.0000,21490.0000,21080.0000,21400.0000,864950,0
FPT,D,20190502,000000,21510.0000,21680.0000,21450.0000,21530.0000,885020,0
FPT,D,20190503,000000,21550.0000,21600.0000,21420.0000,21600.0000,1059570,0
FPT,D,20190506,000000,21160.0000,21340.0000,20930.0000,21060.0000,1455140,0
FPT,D,20190507,000000,21210.0000,21470.0000,21190.0000,21470.0000,1094880,0
FPT,D,20190508,000000,21290.0000,21470.0000,21160.0000,21450.0000,959020,0
FPT,D,20190509,000000,21420.0000,21450.0000,20990.0000,20990.0000,860940,0
FPT,D,20190510,000000,21160.0000,21270.0000,21060.0000,21160.0000,1027830,0
FPT,D,20190513,000000,21160.0000,21510.0000,21160.0000,21380.0000,850540,0
FPT,D,20190514,000000,21340.0000,21940.0000,21210.0000,21680.0000,1560830,0
FPT,D,20190515,000000,21810.0000,21860.0000,21640.0000,21770.0000,1539940,0
FPT,D,20190516,000000,21770.0000,21900.0000,21450.0000,21450.0000,1891290,0
FPT,D,20190517,000000,21810.0000,21810.0000,21470.0000,21540.0000,1487590,0
FPT,D,20190520,000000,21570.0000,21950.0000,21570.0000,21930.0000,1792130,0
FPT,D,20190521,000000,22050.0000,22320.0000,21980.0000,22240.0000,1016530,0
FPT,D,20190522,000000,21930.0000,22370.0000,21930.0000,21930.0000,1563650,0
FPT,D,20190523,000000,21930.0000,22200.0000,21910.0000,22150.0000,1267520,0
FPT,D,20190524,000000,22050.0000,22270.0000,21930.0000,22100.0000,1014750,0
FPT,D,20190527,000000,21950.0000,22030.0000,21640.0000,21930.0000,1261950,0
FPT,D,20190528,000000,21810.0000,22000.0000,21690.0000,21740.0000,518470,0
FPT,D,20190529,000000,21740.0000,21740.0000,21320.0000,21370.0000,1505300,0
FPT,D,20190530,000000,21370.0000,21660.0000,21280.0000,21590.0000,986450,0
FPT,D,20190531,000000,21610.0000,21710.0000,21370.0000,21370.0000,611860,0
FPT,D,20190603,000000,21320.0000,21370.0000,21080.0000,21080.0000,881810,0
FPT,D,20190604,000000,21080.0000,21180.0000,20960.0000,20980.0000,537160,0
FPT,D,20190605,000000,21080.0000,21280.0000,21080.0000,21130.0000,500100,0
FPT,D,20190606,000000,21230.0000,21660.0000,21130.0000,21570.0000,922740,0
FPT,D,20190607,000000,21710.0000,21930.0000,21660.0000,21910.0000,1304680,0
FPT,D,20190610,000000,22050.0000,22150.0000,21710.0000,21860.0000,1227340,0
FPT,D,20190611,000000,21860.0000,22100.0000,21760.0000,21910.0000,1296500,0
FPT,D,20190612,000000,21910.0000,22100.0000,21810.0000,21830.0000,1284520,0
FPT,D,20190613,000000,21830.0000,21860.0000,21570.0000,21590.0000,856270,0
FPT,D,20190614,000000,21610.0000,21760.0000,21520.0000,21520.0000,559800,0
FPT,D,20190617,000000,21370.0000,21570.0000,21280.0000,21350.0000,1013550,0
FPT,D,20190618,000000,21490.0000,21540.0000,21200.0000,21350.0000,763680,0
FPT,D,20190619,000000,21640.0000,21660.0000,21420.0000,21640.0000,530820,0
FPT,D,20190620,000000,21740.0000,22000.0000,21640.0000,22000.0000,1356030,0
FPT,D,20190621,000000,22050.0000,22100.0000,21930.0000,22000.0000,872460,0
FPT,D,20190624,000000,22000.0000,22030.0000,21880.0000,21880.0000,726160,0
FPT,D,20190625,000000,21810.0000,22560.0000,21710.0000,22540.0000,3269450,0
FPT,D,20190626,000000,22540.0000,22540.0000,22340.0000,22370.0000,1014470,0
FPT,D,20190627,000000,22320.0000,22340.0000,21950.0000,22000.0000,1221860,0
FPT,D,20190628,000000,22000.0000,22290.0000,21760.0000,22050.0000,2479220,0
FPT,D,20190701,000000,22290.0000,22830.0000,22240.0000,22830.0000,2551280,0
FPT,D,20190702,000000,22780.0000,23020.0000,22610.0000,22730.0000,1600280,0
FPT,D,20190703,000000,22630.0000,22730.0000,22560.0000,22680.0000,1275860,0
FPT,D,20190704,000000,22780.0000,22870.0000,22680.0000,22750.0000,1275800,0
FPT,D,20190705,000000,22680.0000,22780.0000,22490.0000,22580.0000,1137770,0
FPT,D,20190708,000000,22540.0000,22730.0000,22320.0000,22440.0000,1303050,0
FPT,D,20190709,000000,22440.0000,22710.0000,22340.0000,22660.0000,992570,0
FPT,D,20190710,000000,22750.0000,23000.0000,22680.0000,22800.0000,1281980,0
FPT,D,20190711,000000,22850.0000,22900.0000,22680.0000,22780.0000,854140,0
FPT,D,20190712,000000,22830.0000,23000.0000,22680.0000,22780.0000,1241970,0
FPT,D,20190715,000000,22830.0000,23040.0000,22710.0000,22920.0000,1176060,0
FPT,D,20190716,000000,22950.0000,23170.0000,22900.0000,22920.0000,1160000,0
FPT,D,20190717,000000,22920.0000,23020.0000,22780.0000,22800.0000,1292630,0
FPT,D,20190718,000000,22780.0000,22830.0000,22680.0000,22680.0000,1035440,0
FPT,D,20190719,000000,22750.0000,23410.0000,22730.0000,23360.0000,2811560,0
FPT,D,20190722,000000,23360.0000,23580.0000,23240.0000,23430.0000,1755780,0
FPT,D,20190723,000000,23500.0000,23650.0000,23310.0000,23650.0000,948550,0
FPT,D,20190724,000000,23920.0000,23940.0000,23550.0000,23550.0000,1952770,0
FPT,D,20190725,000000,23550.0000,23720.0000,23500.0000,23580.0000,1157100,0
FPT,D,20190726,000000,23500.0000,23650.0000,23430.0000,23650.0000,1043020,0
FPT,D,20190729,000000,23650.0000,23650.0000,23360.0000,23550.0000,1130450,0
FPT,D,20190730,000000,23550.0000,23550.0000,23120.0000,23170.0000,2092220,0
FPT,D,20190731,000000,23170.0000,23460.0000,23020.0000,23460.0000,1111880,0
FPT,D,20190801,000000,23460.0000,23550.0000,23360.0000,23430.0000,965060,0
FPT,D,20190802,000000,23290.0000,23750.0000,23190.0000,23650.0000,1451900,0
FPT,D,20190805,000000,23750.0000,24130.0000,23650.0000,23750.0000,2322100,0
FPT,D,20190806,000000,23360.0000,23890.0000,23360.0000,23720.0000,1304570,0
FPT,D,20190807,000000,23360.0000,24110.0000,23720.0000,24110.0000,1246410,0
FPT,D,20190808,000000,24160.0000,24520.0000,24160.0000,24380.0000,2085510,0
FPT,D,20190809,000000,24380.0000,24910.0000,24230.0000,24770.0000,1751680,0
FPT,D,20190812,000000,24770.0000,25490.0000,24570.0000,25350.0000,1817920,0
FPT,D,20190813,000000,25250.0000,25780.0000,25060.0000,25440.0000,2237980,0
FPT,D,20190814,000000,25690.0000,26030.0000,25590.0000,25780.0000,2205370,0
FPT,D,20190815,000000,25630.0000,26180.0000,25390.0000,26180.0000,2223880,0
FPT,D,20190816,000000,26180.0000,27220.0000,25680.0000,25680.0000,4531020,0
FPT,D,20190819,000000,25680.0000,26030.0000,25290.0000,25880.0000,2849780,0
FPT,D,20190820,000000,25880.0000,26670.0000,25880.0000,26670.0000,2277750,0
FPT,D,20190821,000000,26720.0000,26920.0000,26380.0000,26470.0000,1808020,0
FPT,D,20190822,000000,26470.0000,26820.0000,26130.0000,26180.0000,1892640,0
FPT,D,20190823,000000,26230.0000,26870.0000,25980.0000,26870.0000,1868200,0
FPT,D,20190826,000000,26420.0000,26770.0000,26420.0000,26520.0000,1756160,0
FPT,D,20190827,000000,26670.0000,26820.0000,26080.0000,26080.0000,1566370,0
FPT,D,20190828,000000,26180.0000,26280.0000,25730.0000,25730.0000,1537860,0
FPT,D,20190829,000000,25780.0000,26080.0000,25630.0000,26030.0000,972940,0
FPT,D,20190830,000000,26180.0000,26380.0000,26130.0000,26230.0000,708360,0
FPT,D,20190903,000000,26180.0000,26670.0000,26180.0000,26520.0000,1360230,0
FPT,D,20190904,000000,26180.0000,26770.0000,26180.0000,26280.0000,1655300,0
FPT,D,20190905,000000,26380.0000,26420.0000,25980.0000,25980.0000,1243680,0
FPT,D,20190906,000000,26130.0000,26280.0000,25830.0000,26130.0000,1142710,0
FPT,D,20190909,000000,26180.0000,26870.0000,25930.0000,26570.0000,2507800,0
FPT,D,20190910,000000,26770.0000,26870.0000,26470.0000,26670.0000,1731610,0
FPT,D,20190911,000000,26670.0000,26770.0000,26380.0000,26720.0000,1179670,0
FPT,D,20190912,000000,26870.0000,27910.0000,26870.0000,27910.0000,3799910,0
FPT,D,20190913,000000,27910.0000,28350.0000,27810.0000,28050.0000,2123900,0
FPT,D,20190916,000000,28100.0000,28650.0000,28010.0000,28500.0000,1339560,0
FPT,D,20190917,000000,28300.0000,28700.0000,28200.0000,28450.0000,1194690,0
FPT,D,20190918,000000,28600.0000,28600.0000,27810.0000,27860.0000,2592910,0
FPT,D,20190919,000000,27960.0000,28550.0000,27760.0000,28550.0000,1432730,0
FPT,D,20190920,000000,28500.0000,29040.0000,28450.0000,28750.0000,1396120,0
FPT,D,20190923,000000,28650.0000,28800.0000,27910.0000,27910.0000,2313090,0
FPT,D,20190924,000000,27860.0000,28150.0000,27560.0000,27760.0000,2537600,0
FPT,D,20190925,000000,27810.0000,28350.0000,27710.0000,28350.0000,1442410,0
FPT,D,20190926,000000,28500.0000,28650.0000,28250.0000,28500.0000,992640,0
FPT,D,20190927,000000,28450.0000,29040.0000,28350.0000,28890.0000,2510520,0
FPT,D,20190930,000000,29290.0000,29390.0000,28500.0000,28500.0000,2199170,0
FPT,D,20191001,000000,28500.0000,28890.0000,28450.0000,28890.0000,1644130,0
FPT,D,20191002,000000,28890.0000,28940.0000,28250.0000,28250.0000,2439020,0
FPT,D,20191003,000000,27960.0000,28350.0000,27860.0000,28250.0000,2804850,0
FPT,D,20191004,000000,28400.0000,28400.0000,28010.0000,28050.0000,1271210,0
FPT,D,20191007,000000,28050.0000,28250.0000,27410.0000,27410.0000,2371810,0
FPT,D,20191008,000000,27410.0000,27760.0000,27260.0000,27710.0000,1337220,0
FPT,D,20191009,000000,27810.0000,28150.0000,27560.0000,27860.0000,937530,0
FPT,D,20191010,000000,27960.0000,28150.0000,27860.0000,27860.0000,808000,0
FPT,D,20191011,000000,28010.0000,28100.0000,27860.0000,27910.0000,794420,0
FPT,D,20191014,000000,28150.0000,28750.0000,28050.0000,28500.0000,2231030,0
FPT,D,20191015,000000,28550.0000,28550.0000,28350.0000,28350.0000,663910,0
FPT,D,20191016,000000,28550.0000,28650.0000,28350.0000,28400.0000,829050,0
FPT,D,20191017,000000,28350.0000,28400.0000,27960.0000,28010.0000,1621590,0
FPT,D,20191018,000000,28050.0000,28450.0000,27960.0000,28200.0000,1447340,0
FPT,D,20191021,000000,28350.0000,28350.0000,27810.0000,27910.0000,1260490,0
FPT,D,20191022,000000,27910.0000,27960.0000,27510.0000,27810.0000,1534380,0
FPT,D,20191023,000000,27660.0000,28150.0000,27660.0000,27860.0000,747810,0
FPT,D,20191024,000000,28050.0000,28750.0000,27860.0000,28750.0000,2233890,0
FPT,D,20191025,000000,28800.0000,28890.0000,28500.0000,28650.0000,1355310,0
FPT,D,20191028,000000,28650.0000,29040.0000,28550.0000,28700.0000,1494820,0
FPT,D,20191029,000000,28750.0000,28800.0000,28550.0000,28600.0000,953020,0
FPT,D,20191030,000000,28600.0000,28700.0000,28450.0000,28550.0000,1102070,0
FPT,D,20191031,000000,28650.0000,28990.0000,28550.0000,28600.0000,1263390,0
FPT,D,20191101,000000,28650.0000,28990.0000,28450.0000,28890.0000,1732950,0
FPT,D,20191104,000000,28990.0000,29880.0000,28990.0000,29590.0000,5811560,0
FPT,D,20191105,000000,29680.0000,29680.0000,29340.0000,29540.0000,1239520,0
FPT,D,20191106,000000,29540.0000,29830.0000,29390.0000,29390.0000,1551610,0
FPT,D,20191107,000000,29390.0000,29590.0000,29240.0000,29390.0000,1438030,0
FPT,D,20191108,000000,29540.0000,29540.0000,29240.0000,29440.0000,1219540,0
FPT,D,20191111,000000,29490.0000,29930.0000,29390.0000,29640.0000,2180490,0
FPT,D,20191112,000000,29640.0000,30280.0000,29640.0000,30130.0000,2842650,0
FPT,D,20191113,000000,30230.0000,30280.0000,29880.0000,29880.0000,1333940,0
FPT,D,20191114,000000,29880.0000,30130.0000,28400.0000,28800.0000,4799390,0
FPT,D,20191115,000000,28800.0000,29040.0000,28500.0000,28940.0000,2568040,0
FPT,D,20191118,000000,28850.0000,29040.0000,28200.0000,28400.0000,2794920,0
FPT,D,20191119,000000,28400.0000,28800.0000,28400.0000,28800.0000,1059770,0
FPT,D,20191120,000000,28750.0000,28750.0000,27960.0000,28050.0000,2291760,0
FPT,D,20191121,000000,28050.0000,28200.0000,27610.0000,27660.0000,3303950,0
FPT,D,20191122,000000,27810.0000,28200.0000,27410.0000,27660.0000,1625820,0
FPT,D,20191125,000000,27710.0000,28150.0000,27560.0000,27960.0000,1087990,0
FPT,D,20191126,000000,28150.0000,28250.0000,28050.0000,28200.0000,968690,0
FPT,D,20191127,000000,28250.0000,28350.0000,28100.0000,28150.0000,812280,0
FPT,D,20191128,000000,28100.0000,28100.0000,27560.0000,27660.0000,1370820,0
FPT,D,20191129,000000,27660.0000,28050.0000,27560.0000,27860.0000,739370,0
FPT,D,20191202,000000,27910.0000,27910.0000,26970.0000,26970.0000,1992380,0
FPT,D,20191203,000000,26770.0000,27260.0000,26330.0000,26920.0000,1619120,0
FPT,D,20191204,000000,26920.0000,27410.0000,26670.0000,27360.0000,932130,0
FPT,D,20191205,000000,27410.0000,27560.0000,27070.0000,27120.0000,1144000,0
FPT,D,20191206,000000,27170.0000,27360.0000,27020.0000,27170.0000,556160,0
FPT,D,20191209,000000,27260.0000,27560.0000,27170.0000,27310.0000,700960,0
FPT,D,20191210,000000,27310.0000,27560.0000,27070.0000,27410.0000,797100,0
FPT,D,20191211,000000,27410.0000,27960.0000,27260.0000,27910.0000,877960,0
FPT,D,20191212,000000,28050.0000,28250.0000,28010.0000,28150.0000,942410,0
FPT,D,20191213,000000,28250.0000,28400.0000,28100.0000,28200.0000,1681700,0
FPT,D,20191216,000000,28200.0000,28200.0000,27860.0000,27910.0000,968130,0
FPT,D,20191217,000000,27760.0000,27860.0000,27220.0000,27360.0000,2211360,0
FPT,D,20191218,000000,27360.0000,27660.0000,27170.0000,27410.0000,1022490,0
FPT,D,20191219,000000,27410.0000,27760.0000,27360.0000,27560.0000,817820,0
FPT,D,20191220,000000,27660.0000,28010.0000,27560.0000,27910.0000,777100,0
FPT,D,20191223,000000,28100.0000,28150.0000,27660.0000,27710.0000,766000,0
FPT,D,20191224,000000,27860.0000,27910.0000,27710.0000,27860.0000,692100,0
FPT,D,20191225,000000,27860.0000,28600.0000,27860.0000,28400.0000,1604350,0
FPT,D,20191226,000000,28550.0000,28700.0000,28350.0000,28350.0000,1124500,0
FPT,D,20191227,000000,28350.0000,28550.0000,28050.0000,28450.0000,1004860,0
FPT,D,20191230,000000,28550.0000,29090.0000,28450.0000,28940.0000,2881060,0
FPT,D,20191231,000000,28940.0000,28990.0000,28650.0000,28800.0000,689030,0
FPT,D,20200102,000000,28800.0000,29140.0000,28650.0000,28940.0000,896720,0
FPT,D,20200103,000000,29090.0000,29190.0000,28350.0000,28450.0000,2047880,0
FPT,D,20200106,000000,28200.0000,28450.0000,28050.0000,28150.0000,1091660,0
FPT,D,20200107,000000,28300.0000,28700.0000,28150.0000,28700.0000,837240,0
FPT,D,20200108,000000,28400.0000,28500.0000,28050.0000,28050.0000,1814290,0
FPT,D,20200109,000000,28300.0000,28500.0000,28200.0000,28450.0000,967050,0
FPT,D,20200110,000000,28400.0000,28550.0000,28200.0000,28400.0000,1018650,0
FPT,D,20200113,000000,28350.0000,28450.0000,28150.0000,28200.0000,786760,0
FPT,D,20200114,000000,28200.0000,28350.0000,28150.0000,28150.0000,721680,0
FPT,D,20200115,000000,28150.0000,28200.0000,28050.0000,28150.0000,940870,0
FPT,D,20200116,000000,28150.0000,28750.0000,28150.0000,28650.0000,1942970,0
FPT,D,20200117,000000,28650.0000,28700.0000,28150.0000,28450.0000,1388810,0
FPT,D,20200120,000000,28400.0000,28650.0000,28250.0000,28350.0000,1227100,0
FPT,D,20200121,000000,28550.0000,28650.0000,27410.0000,27410.0000,4351820,0
FPT,D,20200122,000000,27170.0000,27910.0000,27020.0000,27910.0000,3165650,0
FPT,D,20200130,000000,27310.0000,27560.0000,26620.0000,27020.0000,2638460,0
FPT,D,20200131,000000,26670.0000,27120.0000,25680.0000,25680.0000,4118150,0
FPT,D,20200203,000000,24500.0000,25930.0000,24200.0000,25440.0000,3602970,0
FPT,D,20200204,000000,25880.0000,25880.0000,25190.0000,25590.0000,1651440,0
FPT,D,20200205,000000,25830.0000,26080.0000,25680.0000,25680.0000,1648620,0
FPT,D,20200206,000000,25930.0000,26470.0000,25590.0000,26470.0000,1708550,0
FPT,D,20200207,000000,26180.0000,26420.0000,26080.0000,26330.0000,1218660,0
FPT,D,20200210,000000,25880.0000,26180.0000,25730.0000,25980.0000,738090,0
FPT,D,20200211,000000,26130.0000,26520.0000,26030.0000,26470.0000,1085380,0
FPT,D,20200212,000000,26570.0000,27020.0000,26520.0000,26720.0000,1104870,0
FPT,D,20200213,000000,26720.0000,26920.0000,26520.0000,26820.0000,1030570,0
FPT,D,20200214,000000,26720.0000,26920.0000,26670.0000,26920.0000,884240,0
FPT,D,20200217,000000,26970.0000,26970.0000,26670.0000,26770.0000,726390,0
FPT,D,20200218,000000,26870.0000,27660.0000,26820.0000,27660.0000,1760940,0
FPT,D,20200219,000000,27610.0000,27760.0000,27410.0000,27510.0000,681250,0
FPT,D,20200220,000000,27710.0000,27860.0000,27410.0000,27560.0000,780810,0
FPT,D,20200221,000000,27610.0000,27610.0000,27020.0000,27020.0000,1458040,0
FPT,D,20200224,000000,26230.0000,26620.0000,25930.0000,25930.0000,2261990,0
FPT,D,20200225,000000,25730.0000,26670.0000,25680.0000,26670.0000,1407720,0
FPT,D,20200226,000000,26380.0000,27260.0000,26180.0000,27170.0000,3221270,0
FPT,D,20200227,000000,27170.0000,27910.0000,26970.0000,27660.0000,2927040,0
FPT,D,20200228,000000,27170.0000,27510.0000,26970.0000,27220.0000,2132200,0
FPT,D,20200302,000000,27220.0000,27760.0000,27070.0000,27510.0000,1787060,0
FPT,D,20200303,000000,27760.0000,28150.0000,27510.0000,27610.0000,1193800,0
FPT,D,20200304,000000,27410.0000,27410.0000,27120.0000,27410.0000,1660790,0
FPT,D,20200305,000000,27410.0000,27610.0000,26970.0000,26970.0000,1296450,0
FPT,D,20200306,000000,26770.0000,26820.0000,26420.0000,26670.0000,1305030,0
FPT,D,20200309,000000,25290.0000,25680.0000,24840.0000,24840.0000,4735140,0
FPT,D,20200310,000000,25190.0000,25680.0000,24840.0000,25540.0000,2030340,0
FPT,D,20200311,000000,25680.0000,25930.0000,24450.0000,25090.0000,2753310,0
FPT,D,20200312,000000,24000.0000,24350.0000,23360.0000,23760.0000,3981670,0
FPT,D,20200313,000000,22370.0000,24700.0000,22330.0000,23780.0000,2919140,0
FPT,D,20200316,000000,23780.0000,24550.0000,23460.0000,23510.0000,1898960,0
FPT,D,20200317,000000,23210.0000,23960.0000,22970.0000,23960.0000,2474650,0
FPT,D,20200318,000000,24200.0000,24250.0000,23880.0000,23910.0000,1642800,0
FPT,D,20200319,000000,23510.0000,23760.0000,23510.0000,23560.0000,1296590,0
FPT,D,20200320,000000,23810.0000,23830.0000,23390.0000,23560.0000,1291360,0
FPT,D,20200323,000000,22770.0000,23160.0000,21930.0000,21930.0000,2826690,0
FPT,D,20200324,000000,22230.0000,22230.0000,21490.0000,21980.0000,2191500,0
FPT,D,20200325,000000,22720.0000,22920.0000,22300.0000,22720.0000,2131790,0
FPT,D,20200326,000000,22470.0000,22650.0000,21830.0000,21830.0000,2358310,0
FPT,D,20200327,000000,21930.0000,21930.0000,21190.0000,21290.0000,2633750,0
FPT,D,20200330,000000,20000.0000,20300.0000,19810.0000,19950.0000,2157690,0
FPT,D,20200331,000000,20500.0000,20940.0000,19810.0000,20300.0000,1663050,0
FPT,D,20200401,000000,20150.0000,21340.0000,20150.0000,20890.0000,1453030,0
FPT,D,20200403,000000,21240.0000,22050.0000,21090.0000,22030.0000,2072000,0
FPT,D,20200406,000000,22720.0000,23460.0000,22470.0000,23460.0000,2718990,0
FPT,D,20200407,000000,23460.0000,23560.0000,22970.0000,23360.0000,2463810,0
FPT,D,20200408,000000,22770.0000,23240.0000,22600.0000,23140.0000,1576670,0
FPT,D,20200409,000000,23210.0000,23510.0000,22970.0000,23140.0000,2142370,0
FPT,D,20200410,000000,23020.0000,23210.0000,22670.0000,22920.0000,1882020,0
FPT,D,20200413,000000,22920.0000,23210.0000,22770.0000,22970.0000,1255360,0
FPT,D,20200414,000000,23510.0000,24450.0000,23210.0000,24450.0000,4072050,0
FPT,D,20200415,000000,24940.0000,25090.0000,24620.0000,24750.0000,2205200,0
FPT,D,20200416,000000,24550.0000,25090.0000,24350.0000,24840.0000,1508480,0
FPT,D,20200417,000000,25290.0000,25340.0000,24790.0000,25290.0000,2631630,0
FPT,D,20200420,000000,25630.0000,25680.0000,25040.0000,25340.0000,2239780,0
FPT,D,20200421,000000,24940.0000,25140.0000,24150.0000,24350.0000,3737050,0
FPT,D,20200422,000000,24100.0000,25290.0000,24050.0000,25240.0000,2445860,0
FPT,D,20200423,000000,25730.0000,25780.0000,25190.0000,25190.0000,1363410,0
FPT,D,20200424,000000,25140.0000,25290.0000,24750.0000,25190.0000,1411380,0
FPT,D,20200427,000000,25440.0000,25440.0000,24940.0000,25040.0000,1419750,0
FPT,D,20200428,000000,25040.0000,25090.0000,24790.0000,25040.0000,974310,0
FPT,D,20200429,000000,25090.0000,25390.0000,24940.0000,25090.0000,1349230,0
FPT,D,20200504,000000,24790.0000,25140.0000,24600.0000,24940.0000,895530,0
FPT,D,20200505,000000,25090.0000,25190.0000,24890.0000,25140.0000,677990,0
FPT,D,20200506,000000,25190.0000,26230.0000,25190.0000,26130.0000,3470150,0
FPT,D,20200507,000000,26180.0000,26420.0000,25880.0000,26420.0000,2030720,0
FPT,D,20200508,000000,26470.0000,27220.0000,26470.0000,26520.0000,3585320,0
FPT,D,20200511,000000,26670.0000,26870.0000,26330.0000,26670.0000,2119430,0
FPT,D,20200512,000000,26670.0000,26870.0000,26470.0000,26870.0000,2828190,0
FPT,D,20200513,000000,27480.0000,28660.0000,27420.0000,28550.0000,6853810,0
FPT,D,20200514,000000,28320.0000,28400.0000,28060.0000,28170.0000,2597400,0
FPT,D,20200515,000000,27940.0000,28290.0000,27620.0000,27770.0000,2430890,0
FPT,D,20200518,000000,27480.0000,27970.0000,27420.0000,27970.0000,2000950,0
FPT,D,20200519,000000,28460.0000,28750.0000,28110.0000,28490.0000,2879030,0
FPT,D,20200520,000000,28340.0000,28340.0000,28080.0000,28290.0000,1245380,0
FPT,D,20200521,000000,28290.0000,28520.0000,28260.0000,28520.0000,2007060,0
FPT,D,20200522,000000,28340.0000,28340.0000,28030.0000,28030.0000,1731720,0
FPT,D,20200525,000000,28060.0000,28110.0000,27650.0000,28030.0000,2033000,0
FPT,D,20200526,000000,28060.0000,28230.0000,27970.0000,28230.0000,1615680,0
FPT,D,20200527,000000,28290.0000,28580.0000,27770.0000,27770.0000,2098580,0
FPT,D,20200528,000000,27880.0000,28110.0000,27770.0000,27770.0000,1194380,0
FPT,D,20200529,000000,27770.0000,27820.0000,27480.0000,27740.0000,1346170,0
FPT,D,20200601,000000,27770.0000,27970.0000,27770.0000,27940.0000,1298150,0
FPT,D,20200602,000000,27940.0000,28060.0000,27770.0000,27770.0000,1456730,0
FPT,D,20200603,000000,27770.0000,28320.0000,27710.0000,28140.0000,1893060,0
FPT,D,20200604,000000,28290.0000,28290.0000,28000.0000,28000.0000,1260060,0
FPT,D,20200605,000000,28000.0000,28170.0000,27850.0000,28170.0000,1236200,0
FPT,D,20200608,000000,28340.0000,28920.0000,28340.0000,28550.0000,4113250,0
FPT,D,20200609,000000,28690.0000,28720.0000,28290.0000,28320.0000,1491540,0
FPT,D,20200610,000000,28340.0000,28340.0000,28000.0000,28230.0000,1307540,0
FPT,D,20200611,000000,28230.0000,28230.0000,26610.0000,26610.0000,4278060,0
FPT,D,20200612,000000,26030.0000,27190.0000,26030.0000,27190.0000,3145450,0
FPT,D,20200615,000000,27770.0000,27770.0000,26550.0000,26610.0000,1207500,0
FPT,D,20200616,000000,26960.0000,27070.0000,26780.0000,26960.0000,1100730,0
FPT,D,20200617,000000,27010.0000,27040.0000,26750.0000,26810.0000,788630,0
FPT,D,20200618,000000,26780.0000,27010.0000,26700.0000,26960.0000,822980,0
FPT,D,20200619,000000,26960.0000,27190.0000,26960.0000,27190.0000,745470,0
FPT,D,20200622,000000,27190.0000,27190.0000,27100.0000,27190.0000,787180,0
